# File: CCS_provincial_data.csv
# Title: CO2 and Cost(2005USD) by province
# Units: CO2-Mt,Cost-2005USD per t CO2
# Description: Provincial CO2 and Cost(2005USD)
# Source: PNNL's research based on Dahowski et al. (2010, 2017)
# Column types: ccnn
# ----------
province.name,ID,CO2_Mt,Cost_2005USDtCO2
Henan,Henan_DSF_091,20.1,4.978
Henan,Henan_DSF_092,20.1,4.978
Henan,Henan_DSF_093,23.4,5.1452
Henan,Henan_DSF_094,23.4,5.1452
Henan,Henan_DSF_095,23.4,5.1452
Henan,Henan_DSF_096,23.4,5.1452
Henan,Henan_DSF_097,23.4,5.282
Henan,Henan_DSF_098,23.4,5.282
Henan,Henan_DSF_099,18.4,5.586
Henan,Henan_DSF_100,19.5,5.966
Henan,Henan_DSF_101,32.2,6.65
Henan,Henan_DSF_102,13.2,6.8628
Henan,Henan_DSF_103,15.6,7.8964
Henan,Henan_DSF_104,13.8,7.9572
Henan,Henan_DSF_105,16.1,8.6716
Henan,Henan_DSF_106,11.7,9.424
Henan,Henan_DSF_107,15.6,9.9028
Henan,Henan_DSF_108,10.1,11.6508
Henan,Henan_DSF_109,12.2,11.9548
Hubei,Hubei_EOR_001,20.1,-99.89532
Hubei,Hubei_EOR_002,2.5,-73.19277
Hubei,Hubei_EOR_003,19.1,-41.9832
Hubei,Hubei_EOR_004,4.1,-21.037905
Hubei,Hubei_DSF_001,925.8,1.2768
Hubei,Hubei_DSF_002,804.2,1.3224
Hubei,Hubei_DSF_003,804.2,1.3224
Hubei,Hubei_DSF_004,700.3,1.3452
Hubei,Hubei_DSF_005,641.2,1.368
Hubei,Hubei_DSF_006,739.8,1.4972
Hubei,Hubei_DSF_007,804.2,1.4972
Hubei,Hubei_DSF_008,402.1,1.5124
Hubei,Hubei_DSF_009,402.1,1.5124
Hubei,Hubei_DSF_010,402.1,1.5124
Hubei,Hubei_DSF_011,402.1,1.52
Hubei,Hubei_DSF_012,319.1,1.5352
Hubei,Hubei_DSF_013,234,1.6568
Hubei,Hubei_DSF_014,268.1,1.6644
Hubei,Hubei_DSF_015,268.1,1.6644
Hubei,Hubei_DSF_016,196.3,1.7936
Hubei,Hubei_DSF_017,449,1.8392
Hubei,Hubei_DSF_018,201,1.8392
Hubei,Hubei_DSF_019,167.5,1.8544
Hubei,Hubei_DSF_020,164.7,1.8772
Hubei,Hubei_DSF_021,183.2,1.8924
Hubei,Hubei_DSF_022,353.7,2.0368
Hubei,Hubei_DSF_023,119,2.1204
Hubei,Hubei_DSF_024,120.6,2.2268
Hubei,Hubei_DSF_025,636.6,2.2952
Hubei,Hubei_DSF_026,78,2.356
Hubei,Hubei_DSF_027,78,2.356
Hubei,Hubei_DSF_028,80.5,2.394
Hubei,Hubei_DSF_029,83.8,2.4244
Hubei,Hubei_DSF_030,98.6,2.432
Hubei,Hubei_DSF_031,113.2,2.4548
Hubei,Hubei_DSF_032,76.3,2.4928
Hubei,Hubei_DSF_033,90.5,2.5916
Hubei,Hubei_DSF_034,156,2.6752
Hubei,Hubei_DSF_035,62.9,2.7512
Hubei,Hubei_DSF_036,402.1,2.8044
Hubei,Hubei_DSF_037,72,2.8272
Hubei,Hubei_DSF_038,59.3,2.8728
Hubei,Hubei_DSF_039,83.8,3.04
Hubei,Hubei_DSF_040,46.8,3.4276
Hubei,Hubei_DSF_041,33.7,3.9444
Hubei,Hubei_DSF_042,33.5,3.9596
Hubei,Hubei_DSF_043,32.8,4.0204
Hubei,Hubei_DSF_044,31.5,4.1572
Hubei,Hubei_DSF_045,30.2,4.294
Hubei,Hubei_DSF_046,30.1,4.294
Hubei,Hubei_DSF_047,46.8,4.6208
Hubei,Hubei_DSF_048,27.3,4.636
Hubei,Hubei_DSF_049,25.2,4.94
Hubei,Hubei_DSF_050,22.6,5.3732
Hubei,Hubei_DSF_051,100.1,5.7152
Hubei,Hubei_DSF_052,16.3,5.8976
Hubei,Hubei_DSF_053,17.9,6.4676
Hubei,Hubei_DSF_054,16.1,7.0604
Hubei,Hubei_DSF_055,25.2,7.2124
Hubei,Hubei_DSF_056,15.5,7.2732
Hubei,Hubei_DSF_057,10.1,8.6412
Hubei,Hubei_DSF_058,11.7,9.1808
Hubei,Hubei_DSF_059,19.5,9.9028
Hubei,Hubei_DSF_060,10.1,10.4272
Hubei,Hubei_DSF_061,9.9,10.602
Hubei,Hubei_DSF_062,9.4,18.4756
Hunan,Hunan_ECBM_001,2.3,-30.9637125
Hunan,Hunan_DSF_001,887.9,1.2996
Hunan,Hunan_DSF_002,435.6,1.4288
Hunan,Hunan_DSF_003,402.1,1.5124
Hunan,Hunan_DSF_004,234,1.6568
Hunan,Hunan_DSF_005,344.6,1.9684
Hunan,Hunan_DSF_006,569.6,2.0064
Hunan,Hunan_DSF_007,411.5,2.128
Hunan,Hunan_DSF_008,402.1,2.3788
Hunan,Hunan_DSF_009,99.7,2.4168
Hunan,Hunan_DSF_010,98.6,2.432
Hunan,Hunan_DSF_011,188.7,2.4548
Hunan,Hunan_DSF_012,234,2.5992
Hunan,Hunan_DSF_013,670.1,2.8272
Hunan,Hunan_DSF_014,57.6,2.9336
Hunan,Hunan_DSF_015,804.2,2.964
Hunan,Hunan_DSF_016,85.8,3.1768
Hunan,Hunan_DSF_017,144.7,3.5568
Hunan,Hunan_DSF_018,102.9,4.3244
Hunan,Hunan_DSF_019,46.8,4.5676
Hunan,Hunan_DSF_020,75.5,4.7728
Hunan,Hunan_DSF_021,97.5,4.7728
Hunan,Hunan_DSF_022,62.9,4.8108
Hunan,Hunan_DSF_023,23.4,5.2288
Hunan,Hunan_DSF_024,23.4,5.4188
Hunan,Hunan_DSF_025,70.2,5.8444
Hunan,Hunan_DSF_026,29.6,6.0876
Hunan,Hunan_DSF_027,43.1,6.9388
Hunan,Hunan_DSF_028,31.5,7.2732
Hunan,Hunan_DSF_029,12.3,8.7856
Hunan,Hunan_DSF_030,10.8,9.8192
Hunan,Hunan_DSF_031,30.9,10.7692
Hunan,Hunan_DSF_032,11.7,29.906
Inner Mongolia,InnerMongolia_EOR_001,17.2,-91.22085
Inner Mongolia,InnerMongolia_EOR_002,271,-86.667525
Inner Mongolia,InnerMongolia_EOR_003,3.9,-68.5314
Inner Mongolia,InnerMongolia_DSF_001,1084,1.14
Inner Mongolia,InnerMongolia_DSF_002,1470.3,1.4364
Inner Mongolia,InnerMongolia_DSF_003,2412.5,1.5884
Inner Mongolia,InnerMongolia_DSF_004,616.5,1.672
Inner Mongolia,InnerMongolia_DSF_005,201,1.71
Inner Mongolia,InnerMongolia_DSF_006,804.2,1.748
Inner Mongolia,InnerMongolia_DSF_007,1286.7,1.8316
Inner Mongolia,InnerMongolia_DSF_008,617.2,2.0064
Inner Mongolia,InnerMongolia_DSF_009,804.2,2.0064
Inner Mongolia,InnerMongolia_DSF_010,1206.3,2.0292
Inner Mongolia,InnerMongolia_DSF_011,804.2,2.0292
Inner Mongolia,InnerMongolia_DSF_012,402.1,2.0596
Inner Mongolia,InnerMongolia_DSF_013,402.1,2.128
Inner Mongolia,InnerMongolia_DSF_014,536.1,2.1432
Inner Mongolia,InnerMongolia_DSF_015,268.1,2.2572
Inner Mongolia,InnerMongolia_DSF_016,442.3,2.2648
Inner Mongolia,InnerMongolia_DSF_017,469.1,2.28
Inner Mongolia,InnerMongolia_DSF_018,360,2.3104
Inner Mongolia,InnerMongolia_DSF_019,368.6,2.356
Inner Mongolia,InnerMongolia_DSF_020,402.1,2.3712
Inner Mongolia,InnerMongolia_DSF_021,351.8,2.4168
Inner Mongolia,InnerMongolia_DSF_022,126.4,2.4928
Inner Mongolia,InnerMongolia_DSF_023,804.2,2.5536
Inner Mongolia,InnerMongolia_DSF_024,804.2,2.5536
Inner Mongolia,InnerMongolia_DSF_025,78,2.6904
Inner Mongolia,InnerMongolia_DSF_026,134,2.7132
Inner Mongolia,InnerMongolia_DSF_027,156,2.7208
Inner Mongolia,InnerMongolia_DSF_028,183.2,2.8272
Inner Mongolia,InnerMongolia_DSF_029,268.1,3.0096
Inner Mongolia,InnerMongolia_DSF_030,167.5,3.0552
Inner Mongolia,InnerMongolia_DSF_031,138,3.116
Inner Mongolia,InnerMongolia_DSF_032,100.5,3.3668
Inner Mongolia,InnerMongolia_DSF_033,75.1,3.5188
Inner Mongolia,InnerMongolia_DSF_034,90.5,3.952
Inner Mongolia,InnerMongolia_DSF_035,67,4.484
Inner Mongolia,InnerMongolia_DSF_036,95.3,4.484
Inner Mongolia,InnerMongolia_DSF_037,94.8,4.4992
Inner Mongolia,InnerMongolia_DSF_038,804.2,4.8412
Inner Mongolia,InnerMongolia_DSF_039,78,4.8792
Inner Mongolia,InnerMongolia_DSF_040,30.9,5.016
Inner Mongolia,InnerMongolia_DSF_041,140.4,5.3352
Inner Mongolia,InnerMongolia_DSF_042,68.7,5.6316
Inner Mongolia,InnerMongolia_DSF_043,33.5,6.4828
Inner Mongolia,InnerMongolia_DSF_044,31.8,6.7488
Inner Mongolia,InnerMongolia_DSF_045,15.6,8.512
Inner Mongolia,InnerMongolia_DSF_046,33.5,9.9408
Inner Mongolia,InnerMongolia_DSF_047,15.6,11.8788
Jiangsu,Jiangsu_EOR_001,37.8,-50.426145
Jiangsu,Jiangsu_EOR_002,26.4,-48.7746
Jiangsu,Jiangsu_EOR_003,19,-47.20023
Jiangsu,Jiangsu_EOR_004,9.4,-42.38451
Jiangsu,Jiangsu_ECBM_001,41.1,-1.510425
Jiangsu,Jiangsu_ECBM_002,6.4,-5.0715
Jiangsu,Jiangsu_DSF_001,1179.4,1.5732
Jiangsu,Jiangsu_DSF_002,1849.6,1.5884
Jiangsu,Jiangsu_DSF_003,958.3,1.6492
Jiangsu,Jiangsu_DSF_004,804.2,1.6644
Jiangsu,Jiangsu_DSF_005,1108.4,1.6872
Jiangsu,Jiangsu_DSF_006,804.2,1.7708
Jiangsu,Jiangsu_DSF_007,804.2,1.7936
Jiangsu,Jiangsu_DSF_008,804.2,1.7936
Jiangsu,Jiangsu_DSF_009,390,1.9076
Jiangsu,Jiangsu_DSF_010,1678,1.9228
Jiangsu,Jiangsu_DSF_011,394.6,1.9608
Jiangsu,Jiangsu_DSF_012,351,1.9684
Jiangsu,Jiangsu_DSF_013,938.2,2.0292
Jiangsu,Jiangsu_DSF_014,804.2,2.0292
Jiangsu,Jiangsu_DSF_015,770.7,2.0596
Jiangsu,Jiangsu_DSF_016,284.8,2.128
Jiangsu,Jiangsu_DSF_017,268.1,2.1584
Jiangsu,Jiangsu_DSF_018,151,2.204
Jiangsu,Jiangsu_DSF_019,187.6,2.2192
Jiangsu,Jiangsu_DSF_020,187.2,2.2192
Jiangsu,Jiangsu_DSF_021,187.2,2.2192
Jiangsu,Jiangsu_DSF_022,261.4,2.2648
Jiangsu,Jiangsu_DSF_023,435.6,2.2724
Jiangsu,Jiangsu_DSF_024,217.8,2.28
Jiangsu,Jiangsu_DSF_025,157.7,2.2876
Jiangsu,Jiangsu_DSF_026,180.9,2.3104
Jiangsu,Jiangsu_DSF_027,516.4,2.318
Jiangsu,Jiangsu_DSF_028,374.6,2.3408
Jiangsu,Jiangsu_DSF_029,1141.9,2.3636
Jiangsu,Jiangsu_DSF_030,207,2.3788
Jiangsu,Jiangsu_DSF_031,164.6,2.394
Jiangsu,Jiangsu_DSF_032,205.7,2.394
Jiangsu,Jiangsu_DSF_033,739.8,2.4168
Jiangsu,Jiangsu_DSF_034,312,2.4472
Jiangsu,Jiangsu_DSF_035,133.8,2.4624
Jiangsu,Jiangsu_DSF_036,288,2.4776
Jiangsu,Jiangsu_DSF_037,105.7,2.4852
Jiangsu,Jiangsu_DSF_038,350.1,2.4928
Jiangsu,Jiangsu_DSF_039,140.7,2.5156
Jiangsu,Jiangsu_DSF_040,804.2,2.5232
Jiangsu,Jiangsu_DSF_041,567.6,2.5536
Jiangsu,Jiangsu_DSF_042,117,2.5688
Jiangsu,Jiangsu_DSF_043,117,2.5688
Jiangsu,Jiangsu_DSF_044,114.3,2.6144
Jiangsu,Jiangsu_DSF_045,123.5,2.6296
Jiangsu,Jiangsu_DSF_046,268.1,2.7284
Jiangsu,Jiangsu_DSF_047,185,2.736
Jiangsu,Jiangsu_DSF_048,104.5,2.812
Jiangsu,Jiangsu_DSF_049,104.5,2.812
Jiangsu,Jiangsu_DSF_050,75.9,2.8196
Jiangsu,Jiangsu_DSF_051,94.5,2.8272
Jiangsu,Jiangsu_DSF_052,102.9,2.85
Jiangsu,Jiangsu_DSF_053,93.6,2.85
Jiangsu,Jiangsu_DSF_054,78,3.04
Jiangsu,Jiangsu_DSF_055,78,3.04
Jiangsu,Jiangsu_DSF_056,78,3.04
Jiangsu,Jiangsu_DSF_057,83.8,3.1236
Jiangsu,Jiangsu_DSF_058,133.7,3.1616
Jiangsu,Jiangsu_DSF_059,210.6,3.1692
Jiangsu,Jiangsu_DSF_060,167.5,3.1768
Jiangsu,Jiangsu_DSF_061,180.7,3.268
Jiangsu,Jiangsu_DSF_062,180.9,3.2908
Jiangsu,Jiangsu_DSF_063,124.8,3.3136
Jiangsu,Jiangsu_DSF_064,234,3.3288
Jiangsu,Jiangsu_DSF_065,123,3.3516
Jiangsu,Jiangsu_DSF_066,80.4,3.3516
Jiangsu,Jiangsu_DSF_067,54.6,3.686
Jiangsu,Jiangsu_DSF_068,93.6,3.6936
Jiangsu,Jiangsu_DSF_069,95.9,4.0052
Jiangsu,Jiangsu_DSF_070,46.8,4.1876
Jiangsu,Jiangsu_DSF_071,46.8,4.1876
Jiangsu,Jiangsu_DSF_072,46.8,4.1876
Jiangsu,Jiangsu_DSF_073,46.8,4.1876
Jiangsu,Jiangsu_DSF_074,46.8,4.1876
Jiangsu,Jiangsu_DSF_075,39.4,4.2712
Jiangsu,Jiangsu_DSF_076,140.7,4.332
Jiangsu,Jiangsu_DSF_077,132.6,4.6056
Jiangsu,Jiangsu_DSF_078,132.6,4.6056
Jiangsu,Jiangsu_DSF_079,100.5,4.6284
Jiangsu,Jiangsu_DSF_080,78,4.8488
Jiangsu,Jiangsu_DSF_081,33.5,4.8868
Jiangsu,Jiangsu_DSF_082,33.5,4.8868
Jiangsu,Jiangsu_DSF_083,33.5,4.8868
Jiangsu,Jiangsu_DSF_084,85.8,5.0388
Jiangsu,Jiangsu_DSF_085,67,5.472
Jiangsu,Jiangsu_DSF_086,62.4,5.7228
Jiangsu,Jiangsu_DSF_087,62.4,5.7228
Jiangsu,Jiangsu_DSF_088,62.4,5.9812
Jiangsu,Jiangsu_DSF_089,37.8,6.042
Jiangsu,Jiangsu_DSF_090,67,6.2776
Jiangsu,Jiangsu_DSF_091,31.2,6.3308
Jiangsu,Jiangsu_DSF_092,19.7,6.5208
Jiangsu,Jiangsu_DSF_093,23.4,6.612
Jiangsu,Jiangsu_DSF_094,23.4,6.612
Jiangsu,Jiangsu_DSF_095,23.4,6.612
Jiangsu,Jiangsu_DSF_096,46.8,6.6424
Jiangsu,Jiangsu_DSF_097,67,6.6652
Jiangsu,Jiangsu_DSF_098,19.1,6.688
Jiangsu,Jiangsu_DSF_099,30.9,6.9084
Jiangsu,Jiangsu_DSF_100,4,6.9692
Jiangsu,Jiangsu_DSF_101,18.1,7.0072
Jiangsu,Jiangsu_DSF_102,18.1,7.0072
Jiangsu,Jiangsu_DSF_103,21.7,7.0604
Jiangsu,Jiangsu_DSF_104,21.6,7.0756
Jiangsu,Jiangsu_DSF_105,4,7.2048
Jiangsu,Jiangsu_DSF_106,41.1,7.3112
Jiangsu,Jiangsu_DSF_107,16.8,7.4784
Jiangsu,Jiangsu_DSF_108,16.1,7.5316
Jiangsu,Jiangsu_DSF_109,16.1,7.5316
Jiangsu,Jiangsu_DSF_110,16.1,7.7444
Jiangsu,Jiangsu_DSF_111,15.4,8.018
Jiangsu,Jiangsu_DSF_112,35.9,8.2612
Jiangsu,Jiangsu_DSF_113,39,8.7172
Jiangsu,Jiangsu_DSF_114,23.4,8.7932
